frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
384,1.0,[2087.3961206870936 1497.011424244535 2777.51608767344 2073.770893314227],[2336.925537109375 1861.3070068359375 2570.903564453125 1945.9892578125],0.601383626461029,AP05JEO,0.6282661697778907
385,8.0,[939.7230619391185 1346.564505738073 1528.897807609345 1850.6461053270514],[1144.1268310546875 1652.676025390625 1329.2442626953125 1734.3941650390625],0.6314569711685181,RH05ZZK,0.8212816103570614
385,1.0,[2089.807018186405 1500.016934730549 2781.7889304194723 2077.2093194670338],[2336.739990234375 1861.156494140625 2570.943603515625 1946.0625],0.6018491387367249,AP05JEO,0.6282661697778907
386,8.0,[939.3581552848294 1347.961240211237 1529.9109243157627 1852.842678837817],[1144.11767578125 1653.94189453125 1330.4805908203125 1738.58935546875],0.6478593349456787,KH05ZZK,0.2764193016320348
386,1.0,[2091.4965937399197 1502.45564642901 2781.9992894275088 2080.373720228736],[2341.722900390625 1860.85302734375 2569.802734375 1948.26171875],0.6104464530944824,AP05JEO,0.2674452248444363
387,1.0,[2089.6839246560085 1503.3721891418393 2783.126619056522 2082.158348106626],[2342.474365234375 1863.3973388671875 2564.979736328125 1951.7039794921875],0.6129928231239319,AP05JEQ,0.2353175516013105
388,1.0,[2091.1810192296925 1505.9637026569312 2788.599675658168 2086.4638393522455],[2341.4306640625 1871.4378662109375 2561.256103515625 1955.67919921875],0.5927868485450745,AP05JEQ,0.36896961216671437
389,8.0,[939.3656723444312 1355.7230696215329 1528.433383036572 1862.7705675774191],[1136.972900390625 1668.986572265625 1329.87451171875 1752.815185546875],0.6414316892623901,KK05ZZK,0.38905194196623544
389,1.0,[2090.87506949515 1508.3861662971374 2790.3174686455654 2089.6351781909766],[2342.98681640625 1873.8167724609375 2566.1728515625 1960.6373291015625],0.6249298453330994,AP05JEO,0.23095414560897884
390,8.0,[937.8580306030311 1358.5904036649079 1526.2178603733928 1867.6672088520047],[1131.736572265625 1673.956787109375 1325.5203857421875 1755.107666015625],0.6582654118537903,KN05ZZK,0.3899525608671067
390,1.0,[2091.935812497274 1511.2172244665908 2790.791101935296 2093.0263076885954],[2346.5146484375 1879.6494140625 2565.7880859375 1963.111083984375],0.6262067556381226,AP05JEO,0.36379248076098714
391,8.0,[937.4732445434115 1359.188001674345 1525.300511923922 1869.6723556127579],[1131.800537109375 1673.917236328125 1325.592041015625 1755.216796875],0.6591587066650391,RN05ZZK,0.4254365335849976
391,1.0,[2092.381170302903 1512.0913837734552 2790.520011658385 2094.276509520161],[2346.375 1879.5428466796875 2565.974853515625 1963.1751708984375],0.6253147721290588,AP05JEO,0.36379248076098714
392,1.0,[2092.2089284754466 1515.5276896530233 2787.676758773997 2097.004879581453],[2345.142578125 1884.9122314453125 2563.2431640625 1967.1939697265625],0.6317650079727173,AP05JEO,0.19754191671862434
393,8.0,[935.3788670993263 1366.7624398288071 1523.6829199253548 1877.4353219110617],[1137.029052734375 1680.8887939453125 1324.562744140625 1759.9215087890625],0.6356180310249329,KH05ZZK,0.513887929814914
393,1.0,[2091.9153149038493 1517.3848867674997 2788.1571217163937 2099.6227115720094],[2345.90380859375 1888.7264404296875 2559.698486328125 1971.3282470703125],0.6161733269691467,AP05JEO,0.34008652532534117
394,8.0,[934.2012196532521 1370.4977559525792 1524.5273050949193 1883.0359603630145],[1132.0455322265625 1683.993896484375 1322.1002197265625 1765.1689453125],0.6659037470817566,KH05ZZK,0.12003391309543883
394,1.0,[2092.8740529234747 1520.9661659285566 2793.317250043762 2104.795315346302],[2350.4912109375 1890.92431640625 2580.3525390625 1981.522705078125],0.6005681157112122,AP05JEQ,0.28974543792335294
395,1.0,[2089.7784655400874 1524.0086949049485 2796.6048828723005 2109.9689490149426],[2354.49853515625 1896.963134765625 2576.41064453125 1986.65771484375],0.5988214015960693,AP05JEQ,0.34376101603617215
396,1.0,[2092.4743290283013 1528.9323893613885 2806.0773463223904 2116.7525498793457],[2357.76220703125 1905.2537841796875 2590.961669921875 1990.4776611328125],0.6225221753120422,AP05JEQ,0.2677588015266494
397,8.0,[931.211537802649 1374.912409614825 1526.55539123643 1893.3543704208812],[1124.552001953125 1687.95166015625 1314.128173828125 1772.5430908203125],0.6260929703712463,KN05ZTK,0.1903299492627145
397,1.0,[2092.4751168045827 1530.3539040518053 2810.817867391435 2119.3953009586908],[2357.702880859375 1905.232177734375 2592.880615234375 1990.518310546875],0.6222667098045349,AP05JEQ,0.372772966764602
398,8.0,[930.5979498303761 1375.8794902895052 1527.698831259717 1895.7938653149668],[1126.5487060546875 1692.949951171875 1310.098388671875 1778.423583984375],0.6535527110099792,KH05ZTK,0.1303475082804904
398,1.0,[2091.7326474992674 1531.9147256143942 2810.447462351354 2121.0109129649163],[2351.31005859375 1911.9986572265625 2588.20654296875 2000.3499755859375],0.6475791335105896,AP05JEQ,0.15335322813358276
399,8.0,[928.0859238923429 1380.145276423324 1527.37882466335 1900.4100114868893],[1125.6793212890625 1696.5443115234375 1303.582275390625 1782.2677001953125],0.647323489189148,KA05ZZK,0.6485645333243185
399,1.0,[2090.637626215523 1537.8304314433663 2809.855353400971 2126.166215004502],[2350.91162109375 1913.886474609375 2579.71240234375 2002.013671875],0.6044212579727173,AP05JEO,0.40513540635065987
400,8.0,[925.49260706572 1383.8677750764155 1525.5323893589955 1904.997325766903],[1122.9810791015625 1702.7867431640625 1305.2552490234375 1787.3712158203125],0.6285086274147034,KA05ZZK,0.3966021822064814
400,1.0,[2091.984514384977 1539.9754311547924 2811.2225919647526 2128.9988275224146],[2354.1064453125 1914.8675537109375 2587.8515625 2007.9415283203125],0.6157414317131042,AP05JEO,0.6884048810481341
401,8.0,[922.0774805795811 1390.2922994037838 1523.266341738172 1912.665725544304],[1114.08837890625 1703.1126708984375 1301.712158203125 1790.8560791015625],0.6396540999412537,KA05ZZK,0.5173260181267131
401,1.0,[2097.6894539811447 1545.063293975375 2822.6361623275316 2134.201981172448],[2354.345947265625 1917.031494140625 2603.070068359375 2012.942138671875],0.6236456036567688,AP05JEO,0.20195155865882197
402,1.0,[2097.643758550625 1547.9217403163584 2823.474900536306 2137.629352695082],[2356.078369140625 1917.822509765625 2602.79541015625 2013.139892578125],0.6266830563545227,AP05JEO,0.36007349831248864
402,8.0,[920.4597134985949 1394.020845303762 1523.566921489105 1917.3640304786202],[1115.3328857421875 1705.51318359375 1302.72412109375 1796.1265869140625],0.5784247517585754,KA05ZZK,0.5088010531229399
403,1.0,[2097.6155764737714 1548.9157147909514 2824.0253642308944 2138.8997775810553],[2355.992431640625 1917.8515625 2603.22509765625 2013.434814453125],0.62700355052948,AP05JEO,0.3152022202965924
403,8.0,[919.508041579367 1395.1963382572999 1524.0316073586798 1919.2870595635432],[1115.3038330078125 1705.475830078125 1302.7298583984375 1796.15185546875],0.5786932110786438,KA05ZZK,0.5088010531229399
404,8.0,[915.3874236668617 1397.8999086812642 1521.1012951964412 1921.663739919823],[1108.0775146484375 1718.2276611328125 1302.3004150390625 1797.7239990234375],0.5512337684631348,KM05ZZK,0.3013898422757055
405,1.0,[2105.941778193869 1555.921375009791 2831.7675858895027 2143.3201294972587],[2355.91259765625 1936.367431640625 2580.7880859375 2026.620849609375],0.5936298370361328,AP05JEO,0.3730083017951744
405,8.0,[913.4840473229976 1400.689820987714 1520.054247171325 1925.3124527557238],[1109.517822265625 1717.5380859375 1304.5760498046875 1801.2451171875],0.5708930492401123,KR05ZIK,0.2515115166460241
406,1.0,[2102.9579386028063 1560.1572804674581 2833.6168365438725 2145.6681687028167],[2363.154052734375 1939.9365234375 2580.39111328125 2029.8310546875],0.5849010348320007,AP05JED,0.29333757244714836
407,1.0,[2103.5363579395535 1562.9262891097817 2836.604715250548 2147.6434468552184],[2366.455078125 1949.295166015625 2590.056884765625 2037.2744140625],0.6002140045166016,AP05JEQ,0.25928786760252986
407,8.0,[910.2454466781267 1406.3623425752335 1519.9292940552311 1932.5692657016612],[1105.386474609375 1723.3209228515625 1297.360107421875 1804.9310302734375],0.5438716411590576,KK05ZZK,0.2150141286375411
408,8.0,[906.1720269748555 1409.9119327490384 1518.6472445080592 1936.628993582187],[1100.34423828125 1732.00244140625 1298.98876953125 1807.841796875],0.5794006586074829,KH05ZZK,0.19285323533616214
408,1.0,[2101.2384465095465 1565.6782662591381 2838.306268753113 2148.992946221227],[2362.635498046875 1954.2982177734375 2609.335693359375 2039.4144287109375],0.5755871534347534,AP05JEQ,0.14841010041373634
409,8.0,[904.3116562361075 1411.067048388318 1518.6119719818648 1938.0994987988577],[1100.3482666015625 1732.0467529296875 1299.03271484375 1807.9033203125],0.5808382630348206,KH05ZZK,0.19285323533616214
409,1.0,[2099.671718345852 1566.828363935697 2839.553081289611 2149.117367533305],[2362.421630859375 1954.3095703125 2609.376708984375 2039.5283203125],0.5761963129043579,AP05JEQ,0.1631847798357243
410,8.0,[895.692136177708 1413.4480824124923 1516.4089827130492 1941.1696605161349],[1103.6368408203125 1730.5001220703125 1297.076416015625 1820.3712158203125],0.6255196332931519,KH05ZZK,0.3814527527292878
410,1.0,[2100.155469572592 1569.851103961523 2840.971063571735 2150.736483451995],[2364.196533203125 1960.1964111328125 2600.814208984375 2043.7049560546875],0.5700454115867615,AP05JEQ,0.2174541747578744
411,1.0,[2099.6128597800207 1575.1678865426175 2843.624580240292 2152.9645842529203],[2358.755859375 1963.9266357421875 2594.121826171875 2047.2674560546875],0.43503719568252563,AP05JEQ,0.2871138583514869
412,8.0,[885.9895109025799 1417.2125357541768 1515.2497330368226 1944.5386345828615],[1095.4798583984375 1738.5191650390625 1292.95947265625 1823.3662109375],0.6383472084999084,KH05ZZK,0.16402835347249248
412,1.0,[2101.312373366101 1580.555789152771 2846.2313686240373 2154.595794225757],[2355.7822265625 1964.2303466796875 2614.122802734375 2058.15966796875],0.5938531756401062,AP05JEQ,0.5030954462162455
413,1.0,[2104.900576390108 1584.1504898841179 2851.6387418250883 2154.253023581166],[2363.5498046875 1965.7218017578125 2616.94921875 2062.773193359375],0.6207047700881958,AP05JEQ,0.5828573319380602
413,8.0,[880.1835098803888 1420.8001142085693 1513.9825801174113 1947.787212864591],[1090.892333984375 1742.0335693359375 1289.3131103515625 1826.5902099609375],0.6152935028076172,KH05ZZK,0.701999159074147
414,8.0,[877.6231016529657 1423.5611534353816 1512.9402710465968 1951.780435364265],[1087.916015625 1748.3426513671875 1282.3095703125 1833.8155517578125],0.5961331725120544,KH05ZZK,0.4147081499097768
414,1.0,[2105.1833680188865 1587.5650244783808 2854.0104816232506 2153.8687555817196],[2369.912841796875 1973.96533203125 2607.9169921875 2068.766357421875],0.5922284722328186,AP05JEQ,0.3445034647467208
415,8.0,[876.7885437005875 1424.3230891748717 1512.931531363347 1953.3820139519912],[1088.068115234375 1748.37744140625 1282.345947265625 1833.794677734375],0.5958561897277832,KH05ZZK,0.5426296931098669
415,1.0,[2104.887434061714 1589.4219194745922 2855.0225961042242 2153.0257469599137],[2369.50634765625 1974.201416015625 2607.439208984375 2068.92041015625],0.5954996943473816,AP05JEQ,0.4276283838545685
416,1.0,[2101.269634321833 1593.1824094300225 2855.1874640776477 2153.1828767039833],[2370.04736328125 1973.392822265625 2565.200439453125 2077.044677734375],0.42275041341781616,AP05JEC,0.3228308985055178
417,8.0,[870.088008148898 1427.494630730757 1510.3567073156637 1962.0152097527582],[1088.057861328125 1753.346923828125 1283.2852783203125 1843.51171875],0.6123260855674744,KH05ZZK,0.7011848105710016
417,1.0,[2104.0478949786366 1596.0836985962546 2856.3763823167583 2151.983885463487],[2370.45556640625 1987.408447265625 2607.210205078125 2076.98583984375],0.5772715210914612,AP05JEQ,0.3761700017276481
418,1.0,[2110.621574716788 1598.1961338323854 2859.901970096723 2150.4195048674746],[2363.39794921875 1989.7613525390625 2623.046875 2083.661376953125],0.6129563450813293,AP05JEQ,0.32630155414661155
418,8.0,[875.7098323088148 1430.5818558296103 1512.6998893018817 1966.9421046895966],[1082.0823974609375 1762.0396728515625 1279.5260009765625 1846.4578857421875],0.6077389121055603,KH05ZZK,0.5164013820710176
419,1.0,[2110.2534568524143 1601.204179138902 2861.398590208726 2149.095895760641],[2374.380859375 2000.045654296875 2625.534912109375 2084.76123046875],0.6325215101242065,AP05JEQ,0.5426695108687973
420,1.0,[2108.130890740906 1605.1153741133367 2860.8154141312093 2148.5979917933896],[2375.249267578125 2001.5570068359375 2618.370849609375 2089.396240234375],0.6693436503410339,AP05JEO,0.6024477092479423
421,1.0,[2107.0475410897884 1607.2708665781997 2860.7496460265525 2147.5419609694536],[2375.065673828125 2001.448974609375 2618.470703125 2089.573974609375],0.6694021821022034,AP05JEO,0.6024477092479423
422,1.0,[2109.1015265366177 1611.1761603697807 2863.7229637763594 2145.5904303240604],[2375.4091796875 2009.558349609375 2618.7255859375 2086.53955078125],0.5163294076919556,AP05JEO,0.342407209313737
423,1.0,[2112.3440717694843 1615.4551803295558 2866.357666476694 2145.071148599672],[2387.010498046875 2013.306884765625 2625.346435546875 2099.468505859375],0.5959596037864685,AP05JEO,0.3529456895874335
424,1.0,[2110.102916054519 1617.6509806642662 2862.559649423743 2148.1094438714663],[2389.741943359375 2012.980224609375 2648.625244140625 2104.573974609375],0.6246762871742249,AP05JEO,0.31600588033766536
425,1.0,[2114.2235250435724 1621.8106587564437 2867.7853543796446 2149.7129056243016],[2395.308349609375 2020.91015625 2639.745361328125 2107.071533203125],0.6144700646400452,AP05JEO,0.3821509940089629
426,1.0,[2116.027209227525 1626.243101135965 2870.1711810926704 2151.441972394864],[2391.87548828125 2030.1181640625 2625.923095703125 2111.959716796875],0.6301356554031372,AP05JEO,0.3180388847998845
427,1.0,[2116.729450132886 1628.342447304844 2871.6037767509815 2151.59937005093],[2392.23046875 2030.2236328125 2626.2099609375 2111.794921875],0.6302251815795898,AP05JEO,0.3849182841744181
428,1.0,[2115.429415059857 1632.1779610029373 2867.973017804142 2152.9896846399206],[2389.608642578125 2033.8212890625 2635.26123046875 2124.8525390625],0.6296778917312622,AP05JEO,0.1869593559267814
429,1.0,[2114.7800544134743 1636.3520983781912 2864.6892729810306 2154.8866807579043],[2389.957275390625 2037.50732421875 2637.921630859375 2137.4404296875],0.6677795648574829,AP05JEO,0.31727459309088346
429,8.0,[854.2754868406951 1462.2221700557027 1499.8123264790838 2012.3273863928318],[1069.2529296875 1799.3360595703125 1257.3209228515625 1887.8272705078125],0.6217141151428223,KH05ZZK,0.36006440947455026
430,1.0,[2112.916775426594 1639.185100698606 2863.5055588467744 2155.1190257475337],[2384.5068359375 2047.4437255859375 2638.37255859375 2141.589599609375],0.6688736081123352,AP05JEO,0.22410958663421598
431,1.0,[2117.2923446717773 1643.3358797272024 2868.1709620597417 2155.561191515857],[2386.1748046875 2052.719970703125 2639.4931640625 2147.01123046875],0.6819495558738708,AP05JEO,0.23056598379114226
431,8.0,[850.6928124144354 1469.780018880494 1497.9999635283964 2022.7209695588858],[1056.1376953125 1810.395263671875 1257.1842041015625 1893.70166015625],0.593776285648346,KH05ZZK,0.16530722458663763
432,1.0,[2116.036526264442 1647.4213234242363 2866.7438272915433 2154.9777993360694],[2385.34130859375 2059.751220703125 2634.09228515625 2152.658203125],0.6768556833267212,AP05JEO,0.4553792278233066
433,1.0,[2115.5663917745946 1649.6496772673026 2866.046394835889 2153.847533070702],[2385.526611328125 2059.8017578125 2634.138427734375 2152.656005859375],0.6766321659088135,AP05JEO,0.4553792278233066
433,8.0,[845.0386996892846 1472.8438567008548 1494.4019821523918 2028.7384800399977],[1053.1658935546875 1811.032470703125 1257.766845703125 1895.89013671875],0.6590725779533386,KR05ZZK,0.24712640212966744
434,-1,[-1 -1 -1 -1],[2382.9404296875 2060.279296875 2633.69970703125 2155.93505859375],0.6456878185272217,AP05JEO,0.2526042992643756
434,8.0,[844.1626237155381 1476.9362388765755 1492.8174883203799 2033.7299489140153],[1053.537353515625 1816.4560546875 1254.96142578125 1901.0068359375],0.6348758339881897,KR05ZZK,0.17183165989691612
436,-1,[-1 -1 -1 -1],[2393.177490234375 2060.044189453125 2670.42236328125 2160.0],0.46839386224746704,AP05JEO,0.3016815756654457
437,-1,[-1 -1 -1 -1],[2385.35302734375 2078.19873046875 2681.18896484375 2160.0],0.4303998351097107,AP05JEO,0.14551328507708228
438,-1,[-1 -1 -1 -1],[2386.013916015625 2083.81591796875 2642.15576171875 2160.0],0.5512136220932007,AP05JEO,0.1689877615585427
439,-1,[-1 -1 -1 -1],[2385.86962890625 2083.781982421875 2642.616943359375 2160.0],0.5508782863616943,AP05JEO,0.26059121587758943
440,8.0,[826.7818323523297 1503.4117774521922 1488.7617052800306 2059.119155971074],[1040.69873046875 1836.23291015625 1247.080078125 1923.5819091796875],0.6236110329627991,KN05ZZK,0.2922059470937555
441,8.0,[827.3877201514488 1507.1273690710632 1488.7694645165225 2063.544032717137],[1037.3494873046875 1841.4521484375 1241.145263671875 1931.9483642578125],0.6197051405906677,KN05ZZK,0.11628558284867758
441,-1,[-1 -1 -1 -1],[2413.89404296875 2094.473876953125 2676.345703125 2160.0],0.2836798429489136,AP05JFO,0.3083950184448315
442,8.0,[826.5085683227378 1510.2740618917846 1487.9128175968829 2066.056164631646],[1038.869140625 1846.1279296875 1244.4149169921875 1938.775634765625],0.6278963685035706,KH05ZZK,0.05985680949347304
447,8.0,[815.5538842169165 1525.3901697749732 1473.6706225478545 2086.250988310259],[1030.10546875 1867.6351318359375 1235.688720703125 1950.825439453125],0.6159467101097107,KH05ZZK,0.10739126300385114
461,8.0,[770.4758070991741 1565.999494474447 1457.9688092274062 2142.3916512984715],[1003.7924194335938 1921.0513916015625 1214.3409423828125 2010.6566162109375],0.6468030214309692,KH05ZZK,0.09652023699374525
464,8.0,[773.0413329552941 1575.0191256965902 1451.1558337422473 2147.89368171078],[995.2362670898438 1930.3597412109375 1205.6236572265625 2019.0809326171875],0.6390358209609985,RH05ZZK,0.07602720233475592
466,8.0,[770.3574922611606 1583.8150071828586 1447.3139140635371 2151.514195532654],[990.7560424804688 1936.940673828125 1207.420654296875 2036.4130859375],0.6597685217857361,RI05ZZK,0.16017133497769986
468,8.0,[761.3805898018732 1590.502223408765 1447.0294207210172 2149.7042395023386],[985.985595703125 1955.7564697265625 1201.0826416015625 2041.8995361328125],0.6314783692359924,KH05ZZK,0.3279048240018106
469,8.0,[758.7848215149468 1592.1882942724271 1447.6285306652264 2148.3469172990494],[985.9590454101562 1956.177978515625 1200.9390869140625 2041.928466796875],0.6333891153335571,KH05ZZK,0.12543705889588952
470,8.0,[752.0485544103735 1595.8171293536552 1447.3675058216663 2149.305800572984],[985.70947265625 1959.486083984375 1202.38623046875 2044.118896484375],0.632777750492096,RH05ZZK,0.3614393090520075
471,8.0,[749.628095519521 1599.9198018317475 1442.478435957552 2149.6376965918107],[982.978271484375 1966.4586181640625 1196.307861328125 2048.16162109375],0.6043441295623779,RH05ZZK,0.1550628076271953
476,8.0,[745.5338113703274 1617.1711885071743 1436.4415192410584 2150.8073317415788],[968.8758544921875 1984.6142578125 1183.791259765625 2074.494140625],0.6510119438171387,RH05ZZK,0.25442860058165473
492,-1,[-1 -1 -1 -1],[938.8961791992188 2069.94287109375 1164.2095947265625 2156.277099609375],0.6931148171424866,KN05ZZK,0.19033616030941983
494,-1,[-1 -1 -1 -1],[935.6475830078125 2069.68701171875 1163.3045654296875 2160.0],0.7065257430076599,KN05ZZK,0.30227981551249716
495,-1,[-1 -1 -1 -1],[934.1627807617188 2074.888427734375 1160.9105224609375 2160.0],0.6678052544593811,KH05ZZK,0.30678887610780003
500,502.0,[2311.9087881528985 1120.8231687641396 2866.906753221093 1587.751863070424],[2540.0791015625 1386.9130859375 2667.2890625 1457.4873046875],0.3533024191856384,EY61NEG,0.1367792034395354
502,502.0,[2318.983682303722 1108.7850932480019 2870.1452683637444 1551.0291017390846],[2538.94384765625 1393.1322021484375 2650.851318359375 1460.7171630859375],0.27212393283843994,EY51MAE,0.12351145786692941
507,502.0,[2316.6366168461223 1131.041498967301 2870.108200668564 1580.5840978171798],[2547.979248046875 1370.76171875 2661.5068359375 1468.3818359375],0.37705087661743164,FY51NAC,0.048383160349818335
508,502.0,[2314.6390308116706 1137.095720457915 2867.472447392449 1593.5641695669406],[2541.1142578125 1393.51611328125 2654.855712890625 1484.9029541015625],0.41881558299064636,ET61MBC,0.506458546121617
510,502.0,[2314.7169289881144 1141.618321909269 2867.9914188314247 1609.231154992835],[2542.106689453125 1423.5867919921875 2678.74365234375 1499.7978515625],0.3071662485599518,EY61NBG,0.572608411096843
511,502.0,[2315.3357057005014 1142.1516564518815 2867.242718514539 1613.8270377996178],[2542.0576171875 1423.4862060546875 2678.774658203125 1499.7818603515625],0.30571249127388,EY61NBG,0.572608411096843
513,502.0,[2322.260731399247 1144.2877095635852 2875.922193087246 1626.8035554380797],[2556.056396484375 1419.7852783203125 2668.60986328125 1494.8929443359375],0.4854915142059326,EV61NBG,0.06339966625435807
514,502.0,[2325.6809528541326 1144.3715896225237 2877.8800932206404 1625.3954569891923],[2540.96337890625 1410.99365234375 2669.09326171875 1498.509521484375],0.4324329197406769,EY61MBC,0.7177287142973204
515,502.0,[2327.8996578796755 1145.8506169528882 2882.03107656534 1628.6911632535152],[2548.189697265625 1406.6063232421875 2671.863525390625 1502.606689453125],0.5004104375839233,EY61MBG,0.7977361593082436
519,502.0,[2327.6802265099295 1148.2758371084171 2881.5229973996793 1624.2646738955743],[2540.3095703125 1436.751708984375 2686.468017578125 1514.033203125],0.551272451877594,EY61MBG,0.6318685010430337
521,502.0,[2326.1954893240454 1157.0291075220355 2881.7910238651975 1636.4719647975032],[2545.708740234375 1441.767822265625 2687.87109375 1519.420654296875],0.505478024482727,EY61NBC,0.12829807168829283
522,502.0,[2328.685777613723 1157.7324725337025 2885.818662520245 1639.555007950979],[2544.760986328125 1438.938720703125 2686.843505859375 1521.157470703125],0.5946311354637146,EY61NBG,0.7735579483789519
523,502.0,[2329.4075893817244 1157.4670017933129 2887.7149892648695 1641.0468005674104],[2544.74072265625 1438.7537841796875 2686.8203125 1521.1864013671875],0.5947039127349854,EY61NBG,0.7735579483789519
524,502.0,[2330.9646244028677 1159.0148482090844 2890.817788300324 1644.2870865703053],[2547.361083984375 1433.67822265625 2682.734619140625 1522.02880859375],0.5400568246841431,EY61MBG,0.6223962206406708
525,502.0,[2330.751976826868 1160.204637406076 2890.199812127887 1642.8994209556085],[2551.721923828125 1421.4034423828125 2688.289306640625 1523.7242431640625],0.3479134142398834,EY61NBG,0.4789505436571406
526,502.0,[2333.670818952784 1159.7054462069427 2892.4485037066684 1637.7303811257452],[2560.155517578125 1419.6175537109375 2677.810302734375 1514.605712890625],0.3348315358161926,EY61NAC,0.21355458803348532
527,502.0,[2334.5134911201344 1165.595648200925 2898.0632646810204 1646.7143075271988],[2563.31982421875 1415.0401611328125 2681.499755859375 1507.433349609375],0.3920440673828125,CM41NOC,0.009178747810975229
528,502.0,[2333.5697207467465 1168.8789312183762 2898.7164564635505 1651.9580920052335],[2563.98046875 1435.7161865234375 2674.9560546875 1524.223876953125],0.3416539132595062,EY61MBC,0.496679006915714
529,502.0,[2332.94124703768 1169.6165369576577 2899.1538151775685 1653.9885824761952],[2563.97607421875 1435.6522216796875 2674.97607421875 1524.161865234375],0.3423493206501007,EY61MBC,0.496679006915714
530,502.0,[2332.3518254559904 1172.3392552630598 2899.946213610636 1658.3085882087894],[2550.350830078125 1448.949462890625 2680.40625 1541.3507080078125],0.47285667061805725,EY61NBC,0.3457044420359414
531,502.0,[2333.1479636603744 1174.5573919291262 2903.8196496948203 1662.4024742456402],[2564.120361328125 1421.9827880859375 2674.890625 1527.2523193359375],0.4272947609424591,EY61MBC,0.28616144584845593
532,502.0,[2331.3684177422238 1178.048051791404 2903.7958252219205 1667.4658436168968],[2551.06494140625 1467.8543701171875 2705.69677734375 1549.1795654296875],0.5622742772102356,EY61MEG,0.30916650867727824
533,502.0,[2332.2481484291793 1180.5398334810193 2907.4864935942023 1672.0367903355877],[2550.20703125 1467.664794921875 2700.70751953125 1553.0150146484375],0.5526626110076904,EY61MBG,0.3044620316224688
534,502.0,[2331.6143274973842 1183.2711662758652 2907.384458398005 1679.3768653757807],[2551.50146484375 1464.8096923828125 2706.54052734375 1557.5599365234375],0.5329164266586304,EY61MBG,0.16875078109178387
535,502.0,[2331.294024385596 1183.484685785176 2907.416472524714 1683.092679240496],[2551.68115234375 1464.738037109375 2706.463134765625 1557.565185546875],0.5307751893997192,EY61MBG,0.19168276112481647
536,502.0,[2331.9198878823427 1184.1710572290897 2909.2162681619757 1685.0842119216306],[2551.088623046875 1460.09765625 2704.610107421875 1558.8270263671875],0.5646194219589233,EY61REG,0.08663079899656577
538,502.0,[2333.5160840555627 1188.6066238887418 2913.8897803576447 1694.730987122504],[2550.079833984375 1460.4825439453125 2707.877197265625 1561.2821044921875],0.39399221539497375,EY61NBG,0.2639251454798087
539,502.0,[2334.2912316350285 1191.856548652869 2915.4139080225295 1701.4406989599377],[2561.466064453125 1478.430908203125 2699.987548828125 1553.87109375],0.3242250382900238,EY61NBG,0.3490170656809199
540,502.0,[2333.7265405522216 1192.211835869185 2913.1058651465296 1702.5167243200008],[2553.872802734375 1484.354736328125 2701.89599609375 1563.69140625],0.4477292001247406,EY61NBG,0.5449199330100559
540,15.0,[920.3695437062094 1473.5704345793288 1552.356132286941 2045.2514180930507],[1147.6619873046875 1851.5196533203125 1328.0113525390625 1933.28759765625],0.34580346941947937,FJ14ZHY,0.4642175879686853
541,502.0,[2333.7568241384233 1192.102938562774 2911.8627620479674 1702.9232037879297],[2553.837890625 1484.277099609375 2701.9921875 1563.71630859375],0.4467374384403229,EY61NBG,0.5449199330100559
541,15.0,[920.857147964568 1474.260046978403 1552.5658415363655 2047.32799200079],[1147.3875732421875 1851.4696044921875 1328.0787353515625 1933.398681640625],0.3501543402671814,FJ14ZHY,0.4642175879686853
542,15.0,[921.5990754746613 1476.2741678915204 1552.8152746156493 2051.3534229619972],[1136.819091796875 1855.7586669921875 1330.5772705078125 1944.075927734375],0.4853062629699707,FJ14ZHY,0.4215965362873514
542,502.0,[2335.1169227441314 1192.4196057811475 2911.3278810667634 1704.787527939431],[2561.61328125 1453.8878173828125 2703.22265625 1564.339599609375],0.28334513306617737,EY61NBG,0.522788800524562
543,502.0,[2334.5979468895434 1195.3936767023522 2910.843321545099 1710.597117434005],[2570.03173828125 1484.31591796875 2700.39990234375 1569.444580078125],0.3036261200904846,EY61MBG,0.2242178002032229
543,15.0,[924.4194047144192 1481.4252606326033 1553.3662795673463 2057.8794047969573],[1136.945068359375 1861.7750244140625 1327.9130859375 1945.1077880859375],0.5079258680343628,FJ14ZHY,0.3537122274329685
544,502.0,[2334.1602918307563 1197.2492495819315 2910.7465139944525 1716.299821797149],[2553.123046875 1464.8082275390625 2708.40380859375 1572.2801513671875],0.3850174844264984,EY61NBG,0.4660283315368407
544,15.0,[924.4633607808728 1485.060651615785 1553.2883672681737 2063.0618525352997],[1147.9725341796875 1866.19775390625 1326.023193359375 1948.037841796875],0.4727526903152466,FJ14ZHY,0.5355446517850928
545,502.0,[2338.1158861852637 1198.4403724652539 2918.8672574625743 1717.7480776983762],[2557.469970703125 1453.9998779296875 2706.44677734375 1565.4224853515625],0.2787928879261017,EY61NBG,0.16548592337054063
545,15.0,[919.1226061487573 1487.7177457268062 1550.580476937986 2067.7540301933873],[1137.957275390625 1868.20458984375 1323.29296875 1947.96826171875],0.393405020236969,FJ14ZHY,0.8194608100943519
547,502.0,[2336.187878964922 1203.2151794382926 2919.9450643986443 1723.6844552913813],[2565.559814453125 1485.772705078125 2695.941650390625 1574.1298828125],0.37900739908218384,EY61NBC,0.3928766086227851
